city,latitude,longitude,forecast_date,temp_max,temp_min,precipitation_mm,precipitation_prob,wind_speed_max,wind_gust_max,weather_code,extracted_at
Mrirt,33.1875,-5.5625,2026-09-21,31.8,18.0,0.0,0,20.4,41.4,3,2026-09-21 10:26:29
Mrirt,33.1875,-5.5625,2026-09-22,31.2,16.3,0.0,0,19.2,38.9,3,2026-09-21 10:26:29
Mrirt,33.1875,-5.5625,2026-09-23,32.2,16.1,0.0,0,20.0,39.6,2,2026-09-21 10:26:29
Mrirt,33.1875,-5.5625,2026-09-24,33.5,16.8,0.0,0,18.7,38.5,1,2026-09-21 10:26:29
Mrirt,33.1875,-5.5625,2026-09-25,32.9,16.3,0.0,0,16.3,39.2,0,2026-09-21 10:26:29
Mrirt,33.1875,-5.5625,2026-09-26,33.4,16.3,0.0,0,14.9,27.7,3,2026-09-21 10:26:29
Mrirt,33.1875,-5.5625,2026-09-27,31.3,17.6,0.0,14,11.3,22.3,3,2026-09-21 10:26:29
My Drarga,30.375,-9.5,2026-09-21,39.1,21.8,0.0,0,19.3,34.6,3,2026-09-21 10:26:10
My Drarga,30.375,-9.5,2026-09-22,35.4,24.5,0.0,0,18.8,40.3,3,2026-09-21 10:26:10
My Drarga,30.375,-9.5,2026-09-23,37.9,23.9,0.0,0,16.2,36.7,1,2026-09-21 10:26:10
My Drarga,30.375,-9.5,2026-09-24,34.5,21.6,0.0,0,11.5,25.2,0,2026-09-21 10:26:10
My Drarga,30.375,-9.5,2026-09-25,27.0,19.3,0.0,0,13.6,32.4,45,2026-09-21 10:26:10
My Drarga,30.375,-9.5,2026-09-26,27.9,19.9,0.0,0,13.8,27.7,45,2026-09-21 10:26:10
My Drarga,30.375,-9.5,2026-09-27,29.1,20.5,0.0,0,14.8,30.2,3,2026-09-21 10:26:10
M’diq,35.625,-5.3125,2026-09-21,24.5,21.7,0.5,0,21.3,43.6,2,2026-09-21 10:26:21
M’diq,35.625,-5.3125,2026-09-22,24.3,20.8,0.0,0,16.9,36.4,3,2026-09-21 10:26:21
M’diq,35.625,-5.3125,2026-09-23,24.1,20.0,0.0,0,17.4,37.1,3,2026-09-21 10:26:21
M’diq,35.625,-5.3125,2026-09-24,24.8,20.9,0.0,0,19.1,38.2,2,2026-09-21 10:26:21
M’diq,35.625,-5.3125,2026-09-25,25.3,20.6,0.0,0,10.3,24.5,45,2026-09-21 10:26:21
M’diq,35.625,-5.3125,2026-09-26,26.9,19.8,0.0,0,16.8,45.7,3,2026-09-21 10:26:21
M’diq,35.625,-5.3125,2026-09-27,26.9,21.3,0.0,2,22.8,57.2,3,2026-09-21 10:26:21
Nador,35.1875,-2.9375,2026-09-21,25.1,22.5,0.3,0,16.6,36.4,2,2026-09-21 10:26:04
Nador,35.1875,-2.9375,2026-09-22,25.1,19.9,0.0,0,13.0,28.1,3,2026-09-21 10:26:04
Nador,35.1875,-2.9375,2026-09-23,25.3,19.6,0.0,0,12.8,28.1,2,2026-09-21 10:26:04
Nador,35.1875,-2.9375,2026-09-24,25.8,20.5,0.0,0,14.3,32.4,2,2026-09-21 10:26:04
Nador,35.1875,-2.9375,2026-09-25,26.3,20.4,0.0,0,10.7,24.8,2,2026-09-21 10:26:04
Nador,35.1875,-2.9375,2026-09-26,27.6,17.5,0.0,0,18.1,31.7,3,2026-09-21 10:26:04
Nador,35.1875,-2.9375,2026-09-27,26.1,18.2,0.0,0,16.1,28.1,45,2026-09-21 10:26:04
Oued Zem,32.875,-6.5625,2026-09-21,34.7,22.3,0.0,0,19.7,41.4,2,2026-09-21 10:26:17
Oued Zem,32.875,-6.5625,2026-09-22,34.1,21.1,0.0,0,17.3,33.8,1,2026-09-21 10:26:17
Oued Zem,32.875,-6.5625,2026-09-23,33.7,19.8,0.0,0,11.3,27.0,2,2026-09-21 10:26:17
Oued Zem,32.875,-6.5625,2026-09-24,35.4,20.2,0.0,0,17.9,34.9,1,2026-09-21 10:26:17
Oued Zem,32.875,-6.5625,2026-09-25,35.1,20.3,0.0,0,17.9,36.7,3,2026-09-21 10:26:17
Oued Zem,32.875,-6.5625,2026-09-26,34.6,20.6,0.0,0,16.9,33.1,3,2026-09-21 10:26:17
Oued Zem,32.875,-6.5625,2026-09-27,33.3,20.7,0.0,3,10.2,25.9,3,2026-09-21 10:26:17
Ouezzane,34.8125,-5.625,2026-09-21,36.0,19.9,0.0,0,14.0,26.6,1,2026-09-21 10:26:24
Ouezzane,34.8125,-5.625,2026-09-22,34.9,18.8,0.0,0,13.7,28.1,1,2026-09-21 10:26:24
Ouezzane,34.8125,-5.625,2026-09-23,35.4,18.7,0.0,0,15.2,28.8,0,2026-09-21 10:26:24
Ouezzane,34.8125,-5.625,2026-09-24,37.0,18.6,0.0,0,13.8,32.8,0,2026-09-21 10:26:24
Ouezzane,34.8125,-5.625,2026-09-25,36.9,17.7,0.0,0,13.0,26.6,0,2026-09-21 10:26:24
Ouezzane,34.8125,-5.625,2026-09-26,38.0,17.1,0.0,0,20.4,40.0,3,2026-09-21 10:26:24
Ouezzane,34.8125,-5.625,2026-09-27,35.4,19.5,0.0,0,12.0,23.8,3,2026-09-21 10:26:24
Oujda-Angad,34.6875,-1.9375,2026-09-21,28.1,17.1,0.0,0,19.2,39.2,45,2026-09-21 10:25:58
Oujda-Angad,34.6875,-1.9375,2026-09-22,28.5,14.0,0.0,0,18.2,37.1,3,2026-09-21 10:25:58
Oujda-Angad,34.6875,-1.9375,2026-09-23,29.4,15.5,0.0,0,21.0,43.2,1,2026-09-21 10:25:58
Oujda-Angad,34.6875,-1.9375,2026-09-24,29.8,15.8,0.0,0,21.3,42.5,0,2026-09-21 10:25:58
Oujda-Angad,34.6875,-1.9375,2026-09-25,30.6,13.8,0.0,0,17.5,35.6,0,2026-09-21 10:25:58
Oujda-Angad,34.6875,-1.9375,2026-09-26,32.7,15.4,0.0,0,23.5,41.4,1,2026-09-21 10:25:58
Oujda-Angad,34.6875,-1.9375,2026-09-27,33.7,17.3,0.0,0,23.2,43.2,3,2026-09-21 10:25:58
Oulad Barhil,30.625,-8.5,2026-09-21,38.0,22.3,0.0,3,25.0,44.6,3,2026-09-21 10:26:40
Oulad Barhil,30.625,-8.5,2026-09-22,38.1,21.6,0.0,5,20.9,38.5,3,2026-09-21 10:26:40
Oulad Barhil,30.625,-8.5,2026-09-23,38.6,21.1,0.0,0,18.0,32.8,0,2026-09-21 10:26:40
Oulad Barhil,30.625,-8.5,2026-09-24,37.7,20.9,0.0,0,26.8,50.4,1,2026-09-21 10:26:40
Oulad Barhil,30.625,-8.5,2026-09-25,38.0,19.3,0.0,0,26.9,53.3,3,2026-09-21 10:26:40
Oulad Barhil,30.625,-8.5,2026-09-26,34.5,20.8,0.0,3,14.5,27.4,3,2026-09-21 10:26:40
Oulad Barhil,30.625,-8.5,2026-09-27,36.0,20.6,0.0,3,16.0,28.4,3,2026-09-21 10:26:40
Oulad Tayeb,33.9375,-5.0,2026-09-21,35.4,20.3,0.0,0,17.0,33.5,2,2026-09-21 10:26:25
Oulad Tayeb,33.9375,-5.0,2026-09-22,33.9,19.8,0.0,0,15.1,29.5,1,2026-09-21 10:26:25
Oulad Tayeb,33.9375,-5.0,2026-09-23,34.5,19.4,0.0,0,13.6,27.0,0,2026-09-21 10:26:25
Oulad Tayeb,33.9375,-5.0,2026-09-24,35.4,20.2,0.0,0,13.8,27.7,0,2026-09-21 10:26:25
Oulad Tayeb,33.9375,-5.0,2026-09-25,35.1,20.2,0.0,0,13.8,27.0,0,2026-09-21 10:26:25
Oulad Tayeb,33.9375,-5.0,2026-09-26,35.7,20.0,0.0,0,22.1,50.4,3,2026-09-21 10:26:25
Oulad Tayeb,33.9375,-5.0,2026-09-27,34.3,22.7,0.0,0,8.1,22.0,3,2026-09-21 10:26:25
Oulad Teïma,30.375,-9.1875,2026-09-21,41.0,22.3,0.0,0,22.6,40.0,3,2026-09-21 10:26:13
Oulad Teïma,30.375,-9.1875,2026-09-22,39.8,23.3,0.0,0,28.4,55.4,3,2026-09-21 10:26:13
Oulad Teïma,30.375,-9.1875,2026-09-23,41.1,22.4,0.0,0,25.1,45.7,0,2026-09-21 10:26:13
Oulad Teïma,30.375,-9.1875,2026-09-24,39.5,21.4,0.0,0,21.6,41.4,0,2026-09-21 10:26:13
Oulad Teïma,30.375,-9.1875,2026-09-25,33.2,19.1,0.0,0,24.9,46.8,3,2026-09-21 10:26:13
Oulad Teïma,30.375,-9.1875,2026-09-26,27.6,18.3,0.0,0,26.0,42.8,3,2026-09-21 10:26:13
Oulad Teïma,30.375,-9.1875,2026-09-27,28.8,19.0,0.0,0,27.8,48.6,45,2026-09-21 10:26:13
Oulad Yaïch,32.4375,-6.3125,2026-09-21,37.5,24.0,0.0,0,13.5,23.8,2,2026-09-21 10:26:43
Oulad Yaïch,32.4375,-6.3125,2026-09-22,36.3,21.6,0.0,0,10.2,19.4,1,2026-09-21 10:26:43
Oulad Yaïch,32.4375,-6.3125,2026-09-23,36.5,20.6,0.0,0,9.0,17.6,1,2026-09-21 10:26:43
Oulad Yaïch,32.4375,-6.3125,2026-09-24,38.0,20.7,0.0,0,10.4,20.2,0,2026-09-21 10:26:43
Oulad Yaïch,32.4375,-6.3125,2026-09-25,37.5,20.7,0.0,0,7.5,16.2,3,2026-09-21 10:26:43
Oulad Yaïch,32.4375,-6.3125,2026-09-26,36.3,22.6,0.0,0,17.2,32.4,3,2026-09-21 10:26:43
Oulad Yaïch,32.4375,-6.3125,2026-09-27,34.8,24.3,0.0,3,11.1,20.5,3,2026-09-21 10:26:43
Qasbat Tadla,32.625,-6.25,2026-09-21,37.4,22.2,0.0,0,15.6,27.7,2,2026-09-21 10:26:28
Qasbat Tadla,32.625,-6.25,2026-09-22,36.0,19.3,0.0,0,10.7,18.7,2,2026-09-21 10:26:28
Qasbat Tadla,32.625,-6.25,2026-09-23,36.1,17.8,0.0,0,6.9,14.8,3,2026-09-21 10:26:28
Qasbat Tadla,32.625,-6.25,2026-09-24,37.8,19.0,0.0,0,10.0,19.8,0,2026-09-21 10:26:28
Qasbat Tadla,32.625,-6.25,2026-09-25,37.2,17.2,0.0,0,9.7,19.4,1,2026-09-21 10:26:28
Qasbat Tadla,32.625,-6.25,2026-09-26,37.7,18.3,0.0,0,12.2,23.0,3,2026-09-21 10:26:28
Qasbat Tadla,32.625,-6.25,2026-09-27,35.6,20.7,0.0,3,6.5,13.3,3,2026-09-21 10:26:28
Rabat,34.0,-6.8125,2026-09-21,31.8,19.9,0.0,0,11.3,30.2,45,2026-09-21 10:25:57
Rabat,34.0,-6.8125,2026-09-22,30.7,20.0,0.0,0,9.2,26.6,1,2026-09-21 10:25:57
Rabat,34.0,-6.8125,2026-09-23,28.5,20.1,0.0,0,12.5,32.8,45,2026-09-21 10:25:57
Rabat,34.0,-6.8125,2026-09-24,30.2,18.0,0.0,0,10.8,28.8,1,2026-09-21 10:25:57
Rabat,34.0,-6.8125,2026-09-25,30.6,18.3,0.0,0,12.1,31.3,0,2026-09-21 10:25:57
Rabat,34.0,-6.8125,2026-09-26,28.9,17.8,0.0,0,13.0,30.6,3,2026-09-21 10:25:57
Rabat,34.0,-6.8125,2026-09-27,27.4,21.7,0.0,0,10.8,26.6,3,2026-09-21 10:25:57
Safi,32.3125,-9.25,2026-09-21,27.7,19.1,0.0,0,7.3,15.8,45,2026-09-21 10:25:58
Safi,32.3125,-9.25,2026-09-22,31.9,19.5,0.0,0,13.8,28.8,45,2026-09-21 10:25:58
Safi,32.3125,-9.25,2026-09-23,29.5,20.7,0.0,0,18.7,34.6,0,2026-09-21 10:25:58
Safi,32.3125,-9.25,2026-09-24,26.9,19.5,0.0,0,12.9,25.6,1,2026-09-21 10:25:58
Safi,32.3125,-9.25,2026-09-25,27.8,19.7,0.0,0,16.7,32.4,3,2026-09-21 10:25:58
Safi,32.3125,-9.25,2026-09-26,28.9,20.5,0.0,0,11.3,26.3,45,2026-09-21 10:25:58
Safi,32.3125,-9.25,2026-09-27,26.7,20.1,0.0,0,15.9,32.4,45,2026-09-21 10:25:58
Sale,34.0,-6.8125,2026-09-21,31.8,19.8,0.0,0,11.3,30.2,45,2026-09-21 10:25:56
Sale,34.0,-6.8125,2026-09-22,30.6,20.0,0.0,0,9.2,26.6,1,2026-09-21 10:25:56
Sale,34.0,-6.8125,2026-09-23,28.4,20.0,0.0,0,12.5,32.8,45,2026-09-21 10:25:56
Sale,34.0,-6.8125,2026-09-24,30.2,18.0,0.0,0,10.8,28.8,1,2026-09-21 10:25:56
Sale,34.0,-6.8125,2026-09-25,30.5,18.2,0.0,0,12.1,31.3,0,2026-09-21 10:25:56
Sale,34.0,-6.8125,2026-09-26,28.9,17.8,0.0,0,13.0,30.6,3,2026-09-21 10:25:56
Sale,34.0,-6.8125,2026-09-27,27.4,21.7,0.0,0,10.8,26.6,3,2026-09-21 10:25:56
Sebt Gzoula,32.125,-9.0625,2026-09-21,35.4,22.0,0.0,0,13.5,26.3,2,2026-09-21 10:26:44
Sebt Gzoula,32.125,-9.0625,2026-09-22,37.0,20.2,0.0,0,14.8,29.9,0,2026-09-21 10:26:44
Sebt Gzoula,32.125,-9.0625,2026-09-23,35.5,20.5,0.0,0,14.3,27.7,0,2026-09-21 10:26:44
Sebt Gzoula,32.125,-9.0625,2026-09-24,32.8,18.9,0.0,0,13.8,27.0,0,2026-09-21 10:26:44
Sebt Gzoula,32.125,-9.0625,2026-09-25,33.7,19.1,0.0,0,15.1,29.2,3,2026-09-21 10:26:44
Sebt Gzoula,32.125,-9.0625,2026-09-26,28.9,20.3,0.0,0,11.6,26.6,45,2026-09-21 10:26:44
Sebt Gzoula,32.125,-9.0625,2026-09-27,26.9,19.6,0.0,0,16.1,31.7,45,2026-09-21 10:26:44
Sefrou,33.8125,-4.8125,2026-09-21,32.1,22.1,0.0,0,21.4,45.0,2,2026-09-21 10:26:17
Sefrou,33.8125,-4.8125,2026-09-22,30.7,21.0,0.0,0,17.9,38.9,1,2026-09-21 10:26:17
Sefrou,33.8125,-4.8125,2026-09-23,31.2,20.6,0.0,0,14.8,33.1,2,2026-09-21 10:26:17
Sefrou,33.8125,-4.8125,2026-09-24,32.2,21.7,0.0,0,16.7,36.0,0,2026-09-21 10:26:17
Sefrou,33.8125,-4.8125,2026-09-25,31.8,20.5,0.0,0,15.0,34.6,0,2026-09-21 10:26:17
Sefrou,33.8125,-4.8125,2026-09-26,34.1,19.2,0.0,0,22.0,47.2,3,2026-09-21 10:26:17
Sefrou,33.8125,-4.8125,2026-09-27,31.7,18.3,0.0,4,13.0,25.6,3,2026-09-21 10:26:17
Semara,26.74868,-11.648254,2026-09-21,42.5,23.7,0.0,2,22.2,40.3,2,2026-09-21 10:26:24
Semara,26.74868,-11.648254,2026-09-22,41.4,25.4,0.0,1,19.4,31.3,3,2026-09-21 10:26:24
Semara,26.74868,-11.648254,2026-09-23,42.4,27.3,0.0,0,27.0,42.5,2,2026-09-21 10:26:24
Semara,26.74868,-11.648254,2026-09-24,41.0,26.1,0.0,0,22.0,41.0,3,2026-09-21 10:26:24
Semara,26.74868,-11.648254,2026-09-25,38.3,21.9,0.0,0,20.7,39.2,3,2026-09-21 10:26:24
Semara,26.74868,-11.648254,2026-09-26,39.8,23.2,0.0,0,28.7,50.8,3,2026-09-21 10:26:24
Semara,26.74868,-11.648254,2026-09-27,31.1,25.3,0.0,4,19.1,39.6,3,2026-09-21 10:26:24
Settat,33.0,-7.625,2026-09-21,38.6,22.1,0.0,0,22.3,51.1,2,2026-09-21 10:26:03
Settat,33.0,-7.625,2026-09-22,36.5,20.3,0.0,0,17.3,37.4,0,2026-09-21 10:26:03
Settat,33.0,-7.625,2026-09-23,35.8,18.5,0.0,0,17.8,41.4,1,2026-09-21 10:26:03
Settat,33.0,-7.625,2026-09-24,36.3,19.2,0.0,0,15.5,35.6,0,2026-09-21 10:26:03
Settat,33.0,-7.625,2026-09-25,35.9,19.7,0.0,0,18.0,41.4,1,2026-09-21 10:26:03
Settat,33.0,-7.625,2026-09-26,34.0,19.4,0.0,0,15.8,31.3,3,2026-09-21 10:26:03
Settat,33.0,-7.625,2026-09-27,33.5,19.3,0.0,0,15.8,32.4,3,2026-09-21 10:26:03
Sidi Bennour,32.625,-8.4375,2026-09-21,39.6,20.2,0.0,0,21.7,38.2,2,2026-09-21 10:26:26
Sidi Bennour,32.625,-8.4375,2026-09-22,37.6,17.4,0.0,0,18.7,32.4,0,2026-09-21 10:26:26
Sidi Bennour,32.625,-8.4375,2026-09-23,35.6,16.8,0.0,0,16.9,29.9,45,2026-09-21 10:26:26
Sidi Bennour,32.625,-8.4375,2026-09-24,36.0,18.1,0.0,0,17.6,31.3,0,2026-09-21 10:26:26
Sidi Bennour,32.625,-8.4375,2026-09-25,35.9,17.4,0.0,0,17.4,36.0,3,2026-09-21 10:26:26
Sidi Bennour,32.625,-8.4375,2026-09-26,31.5,18.3,0.0,0,16.0,29.5,3,2026-09-21 10:26:26
Sidi Bennour,32.625,-8.4375,2026-09-27,32.5,19.5,0.0,0,16.5,33.8,45,2026-09-21 10:26:26
Sidi Lmokhtar,31.5625,-9.0,2026-09-21,38.4,22.6,0.0,0,24.1,41.0,3,2026-09-21 10:26:43
Sidi Lmokhtar,31.5625,-9.0,2026-09-22,37.8,21.5,0.0,0,21.8,36.4,1,2026-09-21 10:26:43
Sidi Lmokhtar,31.5625,-9.0,2026-09-23,37.0,21.3,0.0,0,17.2,28.8,0,2026-09-21 10:26:43
Sidi Lmokhtar,31.5625,-9.0,2026-09-24,35.3,18.8,0.0,0,17.9,29.9,0,2026-09-21 10:26:43
Sidi Lmokhtar,31.5625,-9.0,2026-09-25,35.6,20.6,0.0,0,16.8,29.9,3,2026-09-21 10:26:43
Sidi Lmokhtar,31.5625,-9.0,2026-09-26,30.7,20.4,0.0,0,21.0,35.3,3,2026-09-21 10:26:43
Sidi Lmokhtar,31.5625,-9.0,2026-09-27,30.3,18.6,0.0,0,18.6,32.4,3,2026-09-21 10:26:43
Sidi Qacem,34.1875,-5.6875,2026-09-21,38.0,23.3,0.0,0,14.9,31.7,1,2026-09-21 10:26:21
Sidi Qacem,34.1875,-5.6875,2026-09-22,36.3,20.5,0.0,0,13.2,28.8,0,2026-09-21 10:26:21
Sidi Qacem,34.1875,-5.6875,2026-09-23,36.7,19.7,0.0,0,12.3,26.6,0,2026-09-21 10:26:21
Sidi Qacem,34.1875,-5.6875,2026-09-24,37.8,21.8,0.0,0,11.8,23.8,0,2026-09-21 10:26:21
Sidi Qacem,34.1875,-5.6875,2026-09-25,37.4,20.4,0.0,0,14.3,29.5,0,2026-09-21 10:26:21
Sidi Qacem,34.1875,-5.6875,2026-09-26,38.3,20.3,0.0,0,18.7,37.4,3,2026-09-21 10:26:21
Sidi Qacem,34.1875,-5.6875,2026-09-27,35.5,20.9,0.0,0,12.5,25.9,3,2026-09-21 10:26:21
Sidi Slimane,34.25,-5.9375,2026-09-21,38.5,21.9,0.0,0,15.6,32.8,1,2026-09-21 10:26:16
Sidi Slimane,34.25,-5.9375,2026-09-22,36.5,19.0,0.0,0,13.2,28.1,0,2026-09-21 10:26:16
Sidi Slimane,34.25,-5.9375,2026-09-23,37.2,18.1,0.0,0,16.7,36.4,45,2026-09-21 10:26:16
Sidi Slimane,34.25,-5.9375,2026-09-24,38.4,19.8,0.0,0,14.9,39.2,0,2026-09-21 10:26:16
Sidi Slimane,34.25,-5.9375,2026-09-25,38.3,18.6,0.0,0,13.3,36.0,0,2026-09-21 10:26:16
Sidi Slimane,34.25,-5.9375,2026-09-26,39.5,16.8,0.0,0,18.4,31.7,3,2026-09-21 10:26:16
Sidi Slimane,34.25,-5.9375,2026-09-27,35.5,20.5,0.0,0,16.2,34.6,3,2026-09-21 10:26:16
Sidi Smai’il,32.8125,-8.5,2026-09-21,38.6,20.8,0.0,0,17.6,31.3,2,2026-09-21 10:26:38
Sidi Smai’il,32.8125,-8.5,2026-09-22,35.9,18.4,0.0,0,16.2,28.8,0,2026-09-21 10:26:38
Sidi Smai’il,32.8125,-8.5,2026-09-23,33.0,18.9,0.0,0,15.0,26.6,45,2026-09-21 10:26:38
Sidi Smai’il,32.8125,-8.5,2026-09-24,33.0,19.1,0.0,0,16.4,30.2,0,2026-09-21 10:26:38
Sidi Smai’il,32.8125,-8.5,2026-09-25,33.7,18.4,0.0,0,17.8,32.0,45,2026-09-21 10:26:38
Sidi Smai’il,32.8125,-8.5,2026-09-26,29.2,19.3,0.0,0,14.3,25.9,3,2026-09-21 10:26:38
Sidi Smai’il,32.8125,-8.5,2026-09-27,29.7,19.9,0.0,0,16.0,30.6,45,2026-09-21 10:26:38
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-21,36.8,20.6,0.0,0,16.8,30.2,1,2026-09-21 10:26:34
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-22,35.0,18.2,0.0,0,15.0,27.0,0,2026-09-21 10:26:34
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-23,35.1,17.9,0.0,0,19.0,34.2,45,2026-09-21 10:26:34
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-24,37.6,19.0,0.0,0,13.7,29.9,0,2026-09-21 10:26:34
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-25,37.1,17.5,0.0,0,16.9,32.8,0,2026-09-21 10:26:34
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-26,39.4,17.2,0.0,0,16.1,32.0,3,2026-09-21 10:26:34
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-27,34.4,20.7,0.0,0,14.4,30.6,45,2026-09-21 10:26:34
Sidi Yahya Zaer,33.6875,-6.875,2026-09-21,36.7,20.4,0.0,0,19.4,40.0,2,2026-09-21 10:26:08
Sidi Yahya Zaer,33.6875,-6.875,2026-09-22,34.6,19.8,0.0,0,18.0,37.1,0,2026-09-21 10:26:08
Sidi Yahya Zaer,33.6875,-6.875,2026-09-23,33.8,17.6,0.0,0,17.9,37.4,0,2026-09-21 10:26:08
Sidi Yahya Zaer,33.6875,-6.875,2026-09-24,34.0,19.4,0.0,0,17.0,35.6,0,2026-09-21 10:26:08
Sidi Yahya Zaer,33.6875,-6.875,2026-09-25,34.4,20.7,0.0,0,17.8,38.2,1,2026-09-21 10:26:08
Sidi Yahya Zaer,33.6875,-6.875,2026-09-26,33.1,16.6,0.0,0,16.1,32.4,3,2026-09-21 10:26:08
Sidi Yahya Zaer,33.6875,-6.875,2026-09-27,31.5,18.0,0.0,0,13.9,28.1,3,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-21,29.1,19.8,0.0,0,13.0,29.5,2,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-22,28.0,19.3,0.0,0,10.5,25.2,1,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-23,26.5,19.0,0.0,0,13.6,30.6,45,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-24,27.8,18.1,0.0,0,11.1,25.9,0,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-25,27.8,18.3,0.0,0,12.5,28.1,0,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-26,27.9,18.1,0.0,0,11.9,24.5,3,2026-09-21 10:26:08
Skhirate,33.875,-7.0,2026-09-27,26.2,21.7,0.0,0,11.4,25.6,3,2026-09-21 10:26:08
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-21,37.5,24.6,0.0,0,16.7,32.4,1,2026-09-21 10:26:40
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-22,36.1,23.2,0.0,0,12.2,24.1,0,2026-09-21 10:26:40
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-23,36.8,19.6,0.0,0,11.0,21.2,0,2026-09-21 10:26:40
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-24,38.1,21.4,0.0,0,13.3,25.9,0,2026-09-21 10:26:40
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-25,37.5,20.4,0.0,0,14.9,28.4,0,2026-09-21 10:26:40
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-26,39.1,18.8,0.0,0,25.7,47.2,3,2026-09-21 10:26:40
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-27,36.4,20.0,0.0,0,8.1,15.8,3,2026-09-21 10:26:40
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-21,38.4,21.7,0.0,0,14.9,26.3,2,2026-09-21 10:26:23
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-22,37.2,21.2,0.0,0,10.2,18.7,1,2026-09-21 10:26:23
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-23,37.2,19.8,0.0,0,9.5,18.0,1,2026-09-21 10:26:23
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-24,38.5,19.2,0.0,0,10.9,20.9,0,2026-09-21 10:26:23
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-25,38.2,19.2,0.0,0,9.3,17.6,3,2026-09-21 10:26:23
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-26,37.6,18.8,0.0,0,12.3,24.5,3,2026-09-21 10:26:23
Souq Sebt Oulad Nemma,32.3125,-6.6875,2026-09-27,36.3,22.1,0.0,0,13.0,23.4,3,2026-09-21 10:26:23
Tabount,30.875,-6.9375,2026-09-21,30.4,20.6,0.7,35,17.2,29.5,80,2026-09-21 10:26:36
Tabount,30.875,-6.9375,2026-09-22,32.4,17.4,0.0,0,33.3,53.6,1,2026-09-21 10:26:36
Tabount,30.875,-6.9375,2026-09-23,31.5,16.7,0.0,0,9.4,15.8,2,2026-09-21 10:26:36
Tabount,30.875,-6.9375,2026-09-24,31.7,18.3,0.0,0,19.8,31.0,2,2026-09-21 10:26:36
Tabount,30.875,-6.9375,2026-09-25,32.5,18.7,0.0,0,20.7,45.0,3,2026-09-21 10:26:36
Tabount,30.875,-6.9375,2026-09-26,30.2,18.0,0.0,0,10.1,26.3,3,2026-09-21 10:26:36
Tabount,30.875,-6.9375,2026-09-27,28.8,19.3,0.6,3,14.5,25.2,3,2026-09-21 10:26:36
Tahannawt,31.375,-7.9375,2026-09-21,34.0,22.9,0.0,8,21.3,46.1,3,2026-09-21 10:26:41
Tahannawt,31.375,-7.9375,2026-09-22,33.2,20.4,0.0,0,18.0,34.2,1,2026-09-21 10:26:41
Tahannawt,31.375,-7.9375,2026-09-23,32.7,19.4,0.0,0,13.7,26.3,0,2026-09-21 10:26:41
Tahannawt,31.375,-7.9375,2026-09-24,32.9,19.3,0.0,0,14.7,29.2,0,2026-09-21 10:26:41
Tahannawt,31.375,-7.9375,2026-09-25,32.5,19.1,0.0,0,13.0,26.6,3,2026-09-21 10:26:41
Tahannawt,31.375,-7.9375,2026-09-26,29.9,19.7,0.0,0,12.1,23.8,3,2026-09-21 10:26:41
Tahannawt,31.375,-7.9375,2026-09-27,30.5,20.1,0.3,7,10.5,20.2,3,2026-09-21 10:26:41
Tahla,34.0625,-4.4375,2026-09-21,33.7,20.1,0.0,0,13.8,27.7,2,2026-09-21 10:26:42
Tahla,34.0625,-4.4375,2026-09-22,32.8,18.6,0.0,0,12.1,23.4,2,2026-09-21 10:26:42
Tahla,34.0625,-4.4375,2026-09-23,33.3,18.2,0.0,0,18.9,36.7,0,2026-09-21 10:26:42
Tahla,34.0625,-4.4375,2026-09-24,34.0,19.6,0.0,0,20.0,36.7,0,2026-09-21 10:26:42
Tahla,34.0625,-4.4375,2026-09-25,34.6,18.3,0.0,0,20.1,40.0,0,2026-09-21 10:26:42
Tahla,34.0625,-4.4375,2026-09-26,34.8,19.3,0.0,0,28.2,52.2,3,2026-09-21 10:26:42
